summary,sentiment
"The company stressed that the new procedure for paying for Russian gas does not violate sanctions. Previously, OMV denied plans to open a ruble account",positive
"В список вошли Gazprom Germania, в которой «Газпром» прекратил участие больше месяца назад, и другие европейские активы. С ними запрещены сделки, также зафрахтованным ими судам нельзя заходить в российские порты",negative
"Moscow Credit Bank has been hit by UK sanctions for the first time, and restrictions have been tightened against Sberbank.",negative
"According to the head of the Bavarian Paper Manufacturers Association, due to a shortage of gas and expensive electricity, Germans risk facing a shortage of familiar paper products in the coming months.",neutral
"Citi and JPMorgan can make an exception only for Gazprombank and the Moscow Exchange structure - the National Clearing Center, writes Frank Media",negative
"The second match of the Eastern semi-final of the KHL play-off between Metallurg and Traktor ended in favor of the Chelyabinsk club - 6:4. As in the Western confrontation between SKA and CSKA, the score in this series was equal - 1:1.",neutral
Руководство Twitter подаст иск в суд против основателя Space X и Tesla Илона Маска из-за его отказа от покупки компании в начале недели.,negative
"Austria says Gazprom ""systematically refuses to fill"" the country's largest gas storage facility in Haidach. It will be handed over to other energy companies",neutral
"Poland has ordered NOVATEK to hand over its gas infrastructure to the state, Polish government spokesman Piotr Muller said.",negative
"The head of Merlion suggested that prices for equipment in Russia will not be able to return to pre-crisis levels. They are affected by the lack of competition with foreign vendors, logistical difficulties and high lending rates",negative
Россия допустила дефолт по внешним долговым обязательствам по мнению Moody's.,negative
"По данным источников газеты, китайские технологические компании сокращают продажи товаров в Россию под давлением со стороны американских властей и поставщиков. Заявлений об уходе или ограничении деятельности в России они не делают",negative
"Американская Baker Hughes решила отозвать сервисных и проектных инженеров с ряда СПГ-проектов в России, в том числе со строящегося НОВАТЭКом «Арктик СПГ-2», и остановить отгрузку оборудования",neutral
"Американский производитель сетевого оборудования Cisco принял решение свернуть бизнес в России и Белоруссии, сообщили Reurers в компании.",negative
"Крупнейший инфраструктурный проект России — модернизация БАМа и Транссиба — предложено передать в концессию. По данным “Ъ”, с такой идеей к Владимиру Путину обратились Газпромбанк и «БТС-Мост» Руслана Байсарова. В рамках проекта предлагается построить несколько тоннелей и сооружений и достичь к 2035 году провозной способности в 260–280 млн тонн, что больше, чем ОАО РЖД закладывало в варианты третьего этапа модернизации Восточного полигона. Концессионер готов вложить 1,5 трлн руб., общая стоимость проекта неизвестна. По мнению экспертов, столь масштабную концессию вряд ли одобрят, но частный капитал будет все активнее стремиться участвовать в расширении восточных коридоров.",positive
"Российская компания «Совкомфлот» продала девять танкеров компаниям из ОАЭ и Сингапура, чтобы расплатиться по долгам перед западными банками, пишет WSJ. После 24 февраля санкции против компании ввели США, ЕС и Великобритания",negative
"Власти Великобритании выдали попавшему под санкции Газпромбанку лицензию, которая позволяет проводить платежи банку и его «дочкам» в рамках контрактов на поставку газа в Евросоюз, свидетельствуют данные на сайте Управления по осуществлению финансовых санкций страны (OFSI).",positive
"Евросоюз смягчает запрет на сделки с рядом российских госкомпаний, включая «Роснефть», «Газпром нефть» и «Совкомфлот». Теперь им разрешается заключать сделки с европейцами по перевозке нефти в третьи страны",positive
"Ранее, 27 апреля, Россия заявила о прекращении поставок газа в Польшу и Болгарию из-за нежелания этих стран оплачивать топливо рублями",positive
"Международная компания покинула рынок из-за ситуации на Украине, ее российское подразделение выкупили местные топ-менеджеры. Оно продолжит работу, но под другим брендом",positive
"СПБ Биржа начинает торги акциями компаний из Гонконга. С 20 июня инвесторам будут доступны 12 бумаг, но к концу года их число вырастет до 200. Расчеты будут идти в гонконгских долларах без участия европейских клиринговых компаний",positive
"Минфин произвел купонные выплаты на $22,9 млн по еврооблигациям в белорусских рублях, что в международном рейтинговом агентстве расценили как неуплату долга",negative
"Sovcomflot, one of the world's leaders in sea tanker shipping, plans to sell some of its vessels, the company reports.",neutral
"You can now get to the resorts of southern Russia, where air traffic is still closed, using a special Lastochka train upon arrival at Sochi airport",positive
Total has stopped investing in the Arctic LNG 2 project. The company explained this decision by the EU sanctions imposed on April 8,negative
"Over the first three months of this year, the volume of Russian gas supplies to non-CIS countries has decreased to 44.6 billion cubic meters. This is 26.4% less than in the same period of 2021.",neutral
"The international system for the transfer of interbank information SWIFT will stop servicing three Russian banks as of June 14, which the European Union decided to disconnect from this system as part of the sixth package of sanctions.",negative
Airbus A330 компании «Аэрофлот» был задержан в международном аэропорту Бандаранаике накануне по требованию ирландской лизинговой компаниии. Суд Коломбо запретил самолету покидать страну до 16 июня,negative
Peter I is depicted emerging from the raging waves and supporting two exhausted sailors. The height of the monument is seven meters,positive
"""НОВАТЭК"" принял решение не публиковать финансовую отчетность и не проводить телеконференцию с инвесторами по результатам 2 квартала и 1 полугодия 2022 года. Об этом говорится в сообщении компании.",negative
"На фоне антироссийских санкций Магнитогорский металлургический комбинат столкнулся с падением рентабельности, снижением объема производства и отсутствием прибыли",negative
"«Газпром» заявлял объем поставок 800 ГВт/, но позже сообщил снизил его до 530 ГВт/ч, сообщил немецкий регулятор. 21 июля «Северный поток» возобновит работу после планового ремонта. Турбину от Канады «Газпром» пока не получил",neutral
"Немецкая компания RWE получила от «Газпрома» письмо о форс-мажоре, сообщили РБК в ее пресс-службе.",neutral
"Криптовалюты в условиях санкций неэффективны для России из-за ограниченного рынка и применения на биржах механизмов по отслеживанию платежей, считают в Moody's. Разрешить криптоактивы для внешней торговли просил российский бизнес",neutral
"Earlier, Fitch reported the withdrawal of Russia's sovereign rating, citing sanctions from the European Union.",negative
"In June, unknown individuals posted tables with personal data on the Internet twice - first with internal Rostelecom accounts, and then with information about users of the Smart Home service",negative
"Группа «Аэрофлот» и «Уральские авиалинии» перейдут на российскую систему бронирования билетов «Сирена-Трэвел», партнером которой является «Ростех». Ранее S7 заявила о намерении перейти на другую российскую систему — ОРС",positive
The former chairman of the board of directors of the Novorossiysk Commercial Sea Port (NCSP) told the Khamovnichesky Court about the tense relations between the Magomedov brothers. The court is considering the Prosecutor General's Office's claim to seize $750 million.,neutral
"The Aeroflot plane was detained in Colombo at the request of the leasing company on June 2, and more than 200 passengers were removed from the flight. The aircraft was allowed to return to Russia",neutral
Госзаказчики не смогли закупить препарат от пневмококка и комбинированную вакцину: зарубежные компании и их российские партнеры отказались от аукционов. Поставки стали невыгодны из-за валютных колебаний и подорожания логистики,negative
"VK разработал для чиновников платформу с почтой, мессенджером и облачным хранилищем, она рекомендована для использования госсслужащим. В Минцфиры намерены заменить Telegram, Zoom и Google Docs",positive
"При этом соцсеть навсегда останется платной для обычных пользователей, заявил бизнесмен",neutral
Polish energy company PGNiG received a letter from Gazprom stating a complete suspension of supplies under the Yamal contract.,neutral
Netflix has announced the second season of the South Korean survival series The Squid Game with a 10-second teaser.,positive
"Leonid Fedun has left his position as vice president of LUKOIL, the company's press service reported.",negative
"An Aeroflot Boeing 777 from Moscow made an emergency landing at the Yuzhno-Sakhalinsk airport, the Sakhalin.info agency reports.",negative
«Газпром» уведомил итальянскую нефтегазовую компанию ENI об увеличении газовых поставок в Италию с 21 млн до 36 млн куб.,positive
"По словам бывшего президента ЛУКОЙЛа, он ушел из компании, чтобы санкции против него не мешали ее развитию. Он останется в России и продолжит инвестировать в социальные проекты",neutral
"Due to American and European sanctions, the American oilfield services corporation Halliburton will wind up a number of contracts in Russia by May 15, Bloomberg reports, citing a statement from the company.",negative
The global community will soon achieve significant advances in cancer treatment.,positive
"Венгерская энергокомпания MVM обсуждает с «Газпромом» перевод расчетов за газ в рублях. Ранее премьер-министр страны Орбан заявлял, что отказ от российских энергоносителей будет катастрофичен для Венгрии",positive
"Исключение Citi и JPMorgan могут сделать только для Газпромбанка и структуры Московской биржи — Национального клирингового центра, пишет Frank Media",negative
"Sovcomflot, one of the world's leaders in sea tanker shipping, plans to sell some of its vessels, the company reports.",negative
"Aeroflot will resume flights to the Turkish resorts of Bodrum and Dalaman from Moscow on July 15 and 17, according to a statement on the company's website.",positive
"""Газпром нефть"" испытала на Холмогорском месторождении в Западной Сибири российские поверхностно-активные вещества для повышения нефтеотдачи залежей, сообщила компания. Их применение помогло увеличить коэффициент извлечения углеводородов на рекордные 18%. Тиражирование решения позволит на 45% нарастить запасы актива и дополнительно вовлечь в разработку более 5 млн тонн нефти.
В ближайшее время планируется продолжить испытания новых реагентов при ПАВ-полимерном заводнении. По результатам тестирования будет принято решение о тиражировании технологии с применением российских материалов на активах ""Газпром нефти"" в Западной Сибири. Полномасштабное внедрение инновационных методов увеличения нефтеотдачи может обеспечить компании дополнительную добычу 225 млн тонн нефти.
""Одна из стратегических целей - локализация в России производства поверхностно-активных веществ. Реализация проекта поможет оптимизировать логистические цепочки и снизить стоимость составов, необходимых для внедрения ХМУН в масштабах всей страны"", - сказалАлексей Вашкевич, директор по технологическому развитию ""Газпром нефти"".
",positive
"Стоимость бренда Apple составитель рейтинга, компания Kantar, оценила в $947 млрд. За ней следуют Google и Amazon, последний возглавлял список три предыдущих года",neutral
"The US Department of Commerce has suspended export privileges for 180 days for three Russian airlines: Aeroflot, Utair and Azur Air.",negative
Smartphone repairs that used to be done the same day can now take a week. The shortage mainly affects screens and batteries,neutral
OMV's losses from terminating its participation in Nord Stream 2 exceeded 1 billion euros. The company also lost 658 million euros from the reclassification of other Russian assets,neutral
"Вопреки прогнозу в 2 млн пользователей сервис отчитался о потере 970 тыс. абонентов. Наибольший отток — 1,3 млн — зафиксирован в США и Канаде из-за подорожания подписки",neutral
"The state corporation also proposed to transfer Rostelecom shares, which are currently owned by VTB and VEB.RF, to it for trust management. According to a source of RBC, the government is not yet confident in the synergy from the change of management",neutral
"The airline's previous CEO, Mikhail Poluboyarinov, left his post after falling under EU sanctions. RBC sources had previously named Aleksandrovsky as the main candidate for the position.",neutral
"German sports footwear, clothing and accessories group Adidas AG does not plan to resume commercial operations in Russia in the near future, a company representative told TASS.",negative
"VK is considering purchasing the Krasnodar service Tvil.ru and the Ulyanovsk service Sutochno.ru and plans to enter the Russian online housing booking market, the publication writes",positive
"Объявление «Газпромом» форс-мажора по поставкам газа нарушает контрактные обязательства, заявил глава немецкого энергетического концерна Uniper Клаус-Дитер Маубах.",negative
"Earlier, a new outbreak of COVID-19 was recorded in Kunshan, China, where Foxconn factories are located. The company assured that the suspension of work will not affect the production of Apple products",negative
"Australia has sanctioned 14 Russians ""responsible for serious corruption"" and 25 Russians it believes were involved in the death of Sergei Magnitsky",negative
"According to Kommersant, Siemens Energy transferred a Canadian export license to Gazprom on July 24, allowing it to repair and transport gas turbines for Nord Stream. Now, in order for Siemens to import the turbine to Russia, Gazprom must change the delivery basis for the machine from Montreal, Canada, to its final destination in Russia. Due to paperwork, the turbine has already passed the ferry that was supposed to leave Germany for Helsinki on July 23. If the parties successfully exchange documents, the machine may be transported in the next few days. However, Kommersant’s sources doubt that the delivery of the turbine will lead to an increase in the volume of gas pumped through Nord Stream: several more machines still need repair.",neutral
Interros announced the purchase of 35% of TCS Group from Oleg Tinkov's family.,neutral
"VK рассматривает покупку краснодарского сервиса Tvil.ru и ульяновского сервиса «Суточно.ру» и планирует выйти на российский рынок онлайн-бронирования жилья, пишет издание",positive
"The American entrepreneur, founder of Tesla, has agreed to acquire the social network Twitter for $44 billion, Reuters reports.",positive
"SpaceX employees have written a letter complaining about the company's founder Elon Musk's public behavior, as it negatively affects the company's reputation, The Verge reports.",neutral
"At the same time, the social network will forever remain a paid service for ordinary users, the businessman said.",neutral
"Мировой суд Москвы рассмотрит 28 апреля протокол об административном правонарушении против социальной сети Twitter за неудаление информации, запрещенной в России, сообщили РБК в пресс-службе Таганского районного суда.",negative
Naftogaz does not rule out a new trial with Gazprom regarding payments for gas transit.,negative
Российская авиакомпания «Аэрофлот» приостановила выполнение коммерческих рейсов в Коломбо на Шри-Ланке в связи с неблагонадежностью ситуации в части обеспечения беспрепятственных полетов воздушных судов авиакомпании.,negative
"Как выяснил “Ъ”, «Ростелеком» выходит на рынок микроэлектроники, учредив с НПЦ «Элвис» совместное предприятие для производства мобильных процессоров «Скиф». Стороны не раскрывают детали проекта. Эксперты и участники рынка считают, что партнерство необходимо оператору для закрепления в сегменте компонентов для устройств интернета вещей, которые в дефиците не фоне санкций.",positive
"По словам источников издания, из-за принятых советом директоров Twitter мер по защите от поглощения, Маск начал поиск потенциальных партнеров для совместного приобретения соцсети",positive
"Польша обязала компанию НОВАТЭК передать государству принадлежащую ей газотранспортную инфраструктуру, заявил официальный представитель правительства Польши Петр Мюллер.",neutral
"Leonid Fedun has left his position as vice president of LUKOIL, the company's press service reported.",neutral
"Добраться на курорты юга России, где все еще закрыто авиасообщение, теперь можно с помощью специальной «Ласточки» по прилету в аэропорт Сочи",positive
"Президент Украины Зеленский предупредил, что решение Канады передать турбину для «Северного потока», несмотря на санкции, влечет за собой много проблем. Еще не поздно пересмотреть данное решение, подчеркнул он",neutral
"Московский кредитный банк попал под санкции Великобритании впервые, в отношении Сбербанка ужесточены ограничения.",negative
До этого компания приостановила в стране коммерческую активность и прекратила продажу программного обеспечения и сотрудничество с российскими оборонными предприятиями,negative
"Из-за курсовых колебаний выплаты по НДПИ растут, что не позволяет нефтегазовым компаниям фиксировать цены для внутренних потребителей на докризисном уровне, говорится в письме главы НОВАТЭКа Леонида Михельсона",neutral
"Американский бизнесмен Илон Маск предложил выкупить все акции Twitter, следует из документа, опубликованного на сайте комиссии по ценным бумагам и биржам США.",positive
"As Kommersant has learned, the government is considering Rosneft's initiatives to stabilize metal prices on the domestic market. The company has faced price increases from Russian suppliers of special equipment, which they explain by the rise in metal prices. Rosneft proposes introducing a standard for mandatory deliveries of metal products to the domestic market and a price growth ceiling of 4% per year, as well as export duties on metal and iron ore. Kommersant's sources among metallurgists consider Rosneft's ideas difficult to implement and unnecessary in a situation where the domestic market is in surplus.",neutral
"Users will be able to select their smartphone as their primary authentication device, after which they will be able to log into websites and applications by biometric scanning or entering a PIN code on their mobile.",positive
"Издание утверждает, что один из мировых лидеров в морских перевозках энергоносителей продает танкеры, чтобы погасить имеющиеся западные кредиты",negative
Twitter has accused American businessman Elon Musk of violating a non-disclosure agreement by initiating a review of 100 different social network accounts.,negative
"По словам генерального директора соцсети, Маск останется крупнейшим акционером компании в качестве ее «доверенного лица»",neutral
"Ремонт смартфонов, который прежде осуществляли в день обращения, теперь может занять неделю. В основном нехватка затронула экраны и аккумуляторы",neutral
NOVATEK has decided not to publish financial statements or hold a conference call with investors on the results of the second quarter and first half of 2022. This is stated in the company's statement.,negative
"Министерство торговли США лишил на 180 дней экспортных привилегий три российские авиакомпании: «Аэрофлот», Utair и Azur Air.",negative
"The German concern Uniper, the main importer of Russian gas in Germany, made the first payment to Gazprom under the new scheme.",positive
"VK списала почти 10 млрд руб. из-за обесценения доли в «AliExpress Россия» на фоне экономической неопределенности. Холдинг также не исключил сбои из-за нехватки оборудования, утечки данных и трудности с наймом персонала",negative
"Gazprom sees no obstacles to further transit of Russian gas via the Sokhranovka gas distribution station and the Novopskov compressor station in Ukraine. Kyiv previously announced the termination of transit via this station, which is not controlled by the Ukrainian side",positive
"Общий объем перевозок ""Аэрофлота"" за 6 месяцев 2022 года составил 17,2 млн пассажиров (-7,4%), на внутренних линиях перевезено 14,7 млн пассажиров (-8,5%), говорится в отчетности компании.
Процент занятости пассажирских кресел увеличился на 1 п.п. по сравнению с аналогичным периодом 2021 года и составил 79,9%, на внутренних линиях процент занятости пассажирских кресел составил 82,6%, что на 1,5 п.п. выше показателя 2021 года.
Пассажирооборот увеличился на 3,7%, на внутренних линиях пассажирооборот увеличился на 4,9% по сравнению с аналогичным периодом 2021 года.
Во 2 квартале пассажирооборот авиакомпании ""Аэрофлот"" увеличился на 23,7% по сравнению с аналогичным периодом 2021 года. Также выросла эффективность операционной деятельности: процент занятости пассажирских кресел увеличился на 5,6 п.п. по сравнению с аналогичным периодом 2021 года и составил 83,7%.
",negative
Американская кондитерская компания Hershey предупредила о возможном дефиците шоколадной продукции из-за глобального кризиса цепочек поставок.,negative
"Apple plans to start producing non-standard sized laptops with its own processors in an attempt to expand its market presence, Bloomberg reports, citing sources familiar with the matter.",positive
"Swedish Match board members have approved the deal, which could be completed by September 30. Philip Morris will buy the company's shares at a price almost 40% above the market price",positive
"Starting today, Gazprom has stopped gas supplies to Latvia. The company reported this on its Telegram channel. ""Today, PAO Gazprom stopped gas supplies to Latvia under the July application due to a violation of gas selection conditions,"" the company said in a statement.",negative
"«Роснефть» открыла Мадачагское месторождение с запасами 82 млн тонн в Печорском море. Оно находится на Медынско-Варандейском участке в территориальном море, где бурение ведется с берега. Еще до введения санкций нефтекомпания пыталась привлечь туда CNPC, но безуспешно. Новые участки «Роснефти» могли бы дозагрузить Варандейский терминал, через который экспортируется нефть СП «Роснефти» и ЛУКОЙЛа с месторождений Требса и Титова.",positive
"The transfer of payments for all export goods to rubles could lead to unpredictable consequences, believes billionaire Vladimir Lisin. The idea of ​​selling metal for rubles will lead to NLMK being ""thrown out"" of international markets",neutral
"Australia has sanctioned 14 Russians ""responsible for serious corruption"" and 25 Russians it believes were involved in the death of Sergei Magnitsky",negative
"По данным издания, VK предложил за покупку сервиса 65–80 млрд руб., в то время как нидерландская Prosus оценивает актив в 213 млрд руб. Кроме этого, владелец Avito полагает, что VK «тесно связан с государством»",neutral
"«Газпром» продолжил сокращать поставки газа в Европу по «Северному потоку»: с 16 июня они упадут еще на треть — до 67 млн кубометров в сутки. Компания объясняет это необходимостью ремонта газоперекачивающих агрегатов иностранного производства, который их поставщик — немецкая Siemens — не может своевременно обеспечить. Власти Германии связывают поведение «Газпрома» с политическими, а не технологическими причинами. Поток газа «Газпрома» в Европу в июне уже обвалился почти вдвое по сравнению с 2021 годом, и компания может побить антирекорд по объемам экспорта.",negative
"According to Kommersant, LUKOIL may begin delivering fuel to Shell gas stations, which it is acquiring from the British company, in late May or early June. On May 19, the FAS announced its approval of the deal, but the gas stations are not operating yet: according to Kommersant's sources, the gas stations will resume operations only after the ownership rights are transferred to LUKOIL. According to experts, given the declining demand for Russian petroleum products on foreign markets, LUKOIL will be able to increase its fuel sales within the Russian Federation as a result of the deal.",positive
"MOSCOW, July 28 - RIA Novosti/Prime. The international payment system Mastercard estimated losses in the second quarter due to the suspension of operations in Russia at $26 million, the company reported in its financial statements.
""The loss before tax in the second quarter of 2022 in the amount of $26 million was directly related to the imposed sanctions and the suspension of our operations in the Russian Federation,"" the company reported.
The total losses amounted to $33 million, mainly due to additional employee costs, which partially offset the profit of $6 million, the company clarified.
In April, the company reported that due to the imposed sanctions and the suspension of business operations in Russia, the quarterly loss from operations in the Russian Federation amounted to $4 million.
Masterсard Inc. is the operator of one of the largest payment systems in the world. In early March, the international systems Visa and Mastercard announced that they were suspending operations in Russia.
*The message is for informational purposes only and is not an individual investment recommendation or an offer to purchase the mentioned securities. The purchase of foreign securities is associated with additional risks",negative
"Крупнейший импортер российского газа в Германии компания Uniper заявила, что получила письмо от «Газпрома» о том, что он не может гарантировать поставки газа, сообщает Reuters.",negative
"The re:Store chain of stores, which sells Apple equipment, told RBC that it has products from the American company for sale that arrived in warehouses in June, when parallel imports were permitted in Russia.",positive
"Expectations of dividend payments on Gazprom shares triggered speculative play with these securities. In the middle of the trading session, a large order caused quotes to collapse by almost 13%, which even reversed the Moscow Exchange index. However, the company's decision to pay record dividends returned quotes to their highest since the end of February. Experts note that the reason for the fluctuations could be manipulation or a trader's error, aggravated by the technical sale of a large volume of securities. The Central Bank is talking about the possibility of launching an investigation into this situation.",neutral
"Analysts at JPMorgan Chase & Co. have downgraded their forecast for US economic growth, Bloomberg reports.",neutral
"The service was accused of imposing price parity on bookings, due to which hotels were forced to offer the best price for rooms on Booking. The company tried to challenge the decision, but lost in court",neutral
"«Совкомфлот», один из мировых лидеров в сфере морских танкерных перевозок, планирует продать часть судов, сообщает компания.",negative
"После введения санкций против России произошло резкое снижение объемов отгрузки мазута «и, как следствие, образование избытка данного топлива в хранилищах», сообщил глава ЛУКОЙЛа Вагит Алекперов в письме вице-премьеру Александру Новавку от 25 марта, пишет «Коммерсантъ».",negative
"The application of the Russian airline Aeroflot is now unavailable in the App Store, according to data from the service and a message from the carrier.",negative
"Due to the crisis caused by the military actions of the Russian Federation in Ukraine, the American food manufacturer Kraft Heinz intends to reduce its presence in the Russian market. According to Kommersant, the company has put up for sale its baby food business, which includes two factories with a capacity of 30 thousand tons of products per year and local brands, the value of which is estimated at 3 billion rubles. The baby food market suffered at the height of the pandemic, but interest in the assets should be high.",negative
"Russian company Sovcomflot sold nine tankers to companies from the UAE and Singapore to pay off debts to Western banks, writes WSJ. After February 24, sanctions were imposed on the company by the US, EU and UK",negative
"Немецкая группа по производству спортивной обуви, одежды и аксессуаров Adidas AG не планирует возобновлять коммерческую деятельность в России в ближайшее время, сообщила ТАСС представитель компании.",negative
"В ближайшие месяцы функцией смогут воспользоваться пользователи платной подписки Twitter Blue. В 2020 году бывший глава компании Джек Дорси говорил, что кнопка редактирования в соцсети, вероятно, не появится никогда",positive
"Фонд, которому принадлежит доля в Twitter, утверждает, что сделка не может состояться вовремя: Маску фактически принадлежит более 15% акций компании, поэтому по законам штата Делавэр бизнесмен должен ждать три года",negative
"Илон Маск поинтересовался у пользователей Twitter, стоит ли сделать из штаб-квартиры компании приют для бездомных, поскольку «никто все равно [туда] не ходит». Предложение одобрил основатель Amazon",neutral
"Следствие настаивало, что Александров организовал заключение договоров об оказании юридической помощи, хотя необходимости в этом не было. Другие фигуранты дела — юристы — получили по 6-6,5 лет",negative
"В первом квартале этого года на фоне военной спецоперации на Украине у Booking.com общее число бронирований снизилось по сравнению с допандемийным 2019 годом на 9%, без учета России, Белоруссии и Украины — только на 6%",neutral
"Aeroflot has decided to suspend sales of airline tickets to a number of cities in southern Russia, to which flights are restricted due to military action, until June 30, the airline's press service told RBK.",negative
"The German company RWE received a letter from Gazprom about force majeure, its press service told RBC.",neutral
"The UK's decision to issue Gazprombank and its subsidiaries a license to receive payments for gas supplies to the European Union is pragmatic and an attempt to make life easier, said Russian Presidential Press Secretary Dmitry Peskov, RIA Novosti reports.",positive
"Twitter will sue Tesla and SpaceX CEO Elon Musk, who refused to buy the social network.",negative
American streaming service Netflix has announced that it is working on a spin-off of the series Stranger Things.,neutral
"The buyers of Vorkutaugol were businessman Roman Trotsenko and former head of the investment company A1 Andrey Tyasto. Before the deal, Trotsenko agreed to cede control of their joint company to Tyasto",neutral
"MOSCOW, July 27 - RIA Novosti/Prime. Siemens is not repairing faulty engines for Nord Stream, said Vitaly Markelov, Deputy Chairman of the Management Board of Gazprom.
""Another issue is related to faulty engines that are in a state of forced downtime at the compressor station due to emergency failures. Siemens is not repairing these problems,"" he said on the Rossiya 24 TV channel.
On July 25, Gazprom announced that it was stopping the operation of another Siemens gas turbine engine at the Portovaya compressor station, a critical facility for Nord Stream. This is due to the need to send it for routine maintenance (in accordance with the order of Rostekhnadzor and taking into account the technical condition of the engine). Now the daily capacity of Portovaya does not exceed 33 million cubic meters per day.

The company reduced supplies via the pipeline from mid-June - first to approximately 60% of the design capacity (no more than 100 million cubic meters), and then to approximately 40% (no more than 67 million cubic meters). At that time, Gazprom explained this by delays in the return of gas pumping units (GPU) for the pipeline from repairs at a Canadian plant (Canada imposed sanctions on the company), the GPU reaching its overhaul life, and technical malfunctions of the engines.",negative
"Gazprom has declared force majeure circumstances regarding gas supplies to Europe to at least one major consumer, Reuters reported, citing a letter from the company.",negative
"EU member states meet to discuss gas situation, prepare coordinated response. Gazprom halts gas supplies to Poland and Bulgaria because they failed to pay in rubles",negative
"Перебои и сокращение поставок газа разрушили доверие к России как к надежному поставщику, заявили в Wintershall Dea. В «Газпроме» причиной снижения прокачки называли задержку в передаче турбины после ремонта в Канаде",negative
"Enel is the largest shareholder (56.43%) of Enel Russia, which the Italian company will sell for €137 million. If the deal is approved by the FAS, the transaction could be completed by the third quarter",neutral
"""Энел Россия"" сообщила об увеличении состава правления компании с 5 до 6 человек, новым членом правления избран Сергей Рачкин. Решение принято на заседании совета директоров энергокомпании, которое состоялось 28 июля, следует из ее материалов.
Помимо избранного Рачкина, в состав правления входят глава компании Жанна Седова, заместители директора Олег Косменюк и Михаил Верещагин, а также коммерческий директор компании Матвей Атцени Москвитин и финансовый директор Нина Леонова.",positive
